Family_Number,Vehicle_Type,Vehicle_Ownership,Fuel_Type,Parking_Location_at_Home,New types
20656,Car,Household,Petrol,Roadside - Free,Car
20656,Car,Household,Petrol,Roadside - Free,Car
23990,Car,Household,Petrol,Roadside - Free,Car
20804,Car,Household,Petrol,Roadside - Free,Car
20804,Car,Household,Petrol,Roadside - Free,Car
21497,Car,Rental,Petrol,Roadside - Free,Car
22404,Car,Household,Petrol,Roadside - Free,Car
20614,Car,Household,Petrol,Personal Garage (Home),Car
20614,Car,Household,Petrol,Personal Garage (Home),Car
22204,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22204,Car,Employer's,Petrol,Personal Garage (Home),Car
20144,Car,Household,Petrol,Roadside - Free,Car
20144,Car,Household,Petrol,Roadside - Free,Car
20144,Car,Household,Petrol,Roadside - Free,Car
20144,Car,Household,Petrol,Roadside - Free,Car
20847,Car,Household,Petrol,Roadside - Free,Car
20546,Car,Household,Petrol,Personal Garage (Home),Car
20546,Car,Household,Petrol,Personal Garage (Home),Car
20806,Car,Household,Petrol,Roadside - Free,Car
24309,Pick-Up,Household,Petrol,Roadside - Free,LGV
24309,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24309,Car,Household,Petrol,Roadside - Free,Car
24309,LGV,Household,Petrol,Roadside - Free,LGV
20981,Car,Household,Petrol,Personal Garage (Home),Car
20064,Car,Household,Petrol,Roadside - Free,Car
20064,Car,Household,Petrol,Roadside - Free,Car
20244,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20244,Car,Household,Petrol,Roadside - Free,Car
20244,Car,Household,Petrol,Roadside - Free,Car
21571,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
21571,Car,Household,Petrol,Personal Garage (Home),Car
20547,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20547,Car,Household,Petrol,Personal Garage (Home),Car
20210,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20210,Car,Household,Petrol,Roadside - Free,Car
20982,Car,Household,Petrol,Personal Garage (Home),Car
20573,Car,Household,Petrol,On-Site Residential - Free,Car
21309,Car,Household,Petrol,On-Site Residential - Free,Car
21309,Car,Household,Petrol,On-Site Residential - Free,Car
20983,Car,Household,Petrol,Personal Garage (Home),Car
20065,Car,Household,Petrol,Roadside - Free,Car
20066,Car,Household,Petrol,Personal Garage (Home),Car
20017,Car,Household,Petrol,Roadside - Free,Car
20017,Car,Household,Petrol,Roadside - Free,Car
20574,Car,Household,Petrol,Roadside - Free,Car
20768,Car,Household,Petrol,Roadside - Free,Car
20768,Car,Household,Petrol,Roadside - Free,Car
20768,Car,Household,Petrol,Roadside - Free,Car
20768,Car,Household,Petrol,Roadside - Free,Car
20067,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20067,Car,Household,Petrol,Roadside - Free,Car
20616,Car,Household,Petrol,Roadside - Free,Car
22760,Car,Household,Petrol,Personal Garage (Home),Car
22760,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22760,Car,Household,Petrol,Roadside - Free,Car
22164,Car,Household,Petrol,Roadside - Free,Car
22166,Large Car (SUV),Household,Diesel,Personal Garage (Home),Car
22166,Car,Household,Petrol,Personal Garage (Home),Car
22166,Car,Household,Petrol,Roadside - Free,Car
22166,Car,Household,Petrol,Roadside - Free,Car
22167,Car,Household,Petrol,Roadside - Free,Car
22167,Car,Household,Petrol,Roadside - Free,Car
22168,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22168,Car,Household,Petrol,Roadside - Free,Car
22168,Car,Household,Petrol,Roadside - Free,Car
22168,Car,Household,Petrol,Roadside - Free,Car
22554,Car,Household,Petrol,Roadside - Free,Car
22169,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22169,Car,Household,Petrol,Roadside - Free,Car
22169,Car,Household,Petrol,Roadside - Free,Car
22558,Car,Household,Petrol,Roadside - Free,Car
22558,Car,Household,Petrol,Roadside - Free,Car
22170,Car,Employer's,Petrol,Roadside - Free,Car
22170,Car,Household,Petrol,Roadside - Free,Car
23108,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23108,Car,Household,Petrol,Roadside - Free,Car
24353,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24353,Car,Household,Petrol,Roadside - Free,Car
20561,Car,Household,Petrol,Roadside - Free,Car
23106,Car,Household,Petrol,On-Site Residential - Free,Car
23476,Car,Household,Petrol,Personal Garage (Home),Car
23476,Car,Household,Petrol,Personal Garage (Home),Car
21986,Bicycle,Household,,Personal Garage (Home),Bicycle
23133,Car,Household,Petrol,On-Site Residential - Free,Car
23107,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23107,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
21508,Car,Household,Petrol,Roadside - Free,Car
21992,Car,Household,Petrol,Roadside - Free,Car
23124,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23124,Car,Household,Petrol,Roadside - Free,Car
22578,Car,Household,Petrol,Personal Garage (Home),Car
22149,Car,Household,Petrol,Personal Garage (Home),Car
20018,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20018,Car,Household,Petrol,Roadside - Free,Car
20018,Car,Household,Petrol,Roadside - Free,Car
20018,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21492,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22405,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23477,Mini-Bus,Household,Petrol,Roadside - Free,Mini-Bus
24389,Car,Household,Petrol,Roadside - Free,Car
22579,Car,Household,Petrol,Personal Garage (Home),Car
23229,Car,Household,Petrol,On-Site Residential - Free,Car
20769,Car,Household,Petrol,Roadside - Free,Car
20769,Car,Household,Petrol,Roadside - Free,Car
20769,Car,Household,Petrol,Roadside - Free,Car
20769,Car,Household,Petrol,Roadside - Free,Car
21993,Car,Household,Petrol,Roadside - Free,Car
23989,Car,Household,Petrol,Roadside - Free,Car
20995,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23930,Car,Household,Petrol,Roadside - Free,Car
23930,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23564,Car,Household,Petrol,Roadside - Free,Car
23564,Car,Household,Petrol,Roadside - Free,Car
22277,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22277,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22277,Car,Household,Petrol,Roadside - Free,Car
22277,Car,Household,Petrol,Roadside - Free,Car
22121,Car,Household,Petrol,Roadside - Free,Car
21496,Car,Household,Petrol,Personal Garage (Home),Car
21496,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21180,Car,Household,Petrol,Roadside - Free,Car
21180,Car,Household,Petrol,Roadside - Free,Car
21180,Car,Household,Petrol,Roadside - Free,Car
21180,Car,Household,Petrol,Roadside - Free,Car
21180,Car,Household,Petrol,Roadside - Free,Car
24355,Car,Household,Petrol,Roadside - Free,Car
20417,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23478,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22150,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22150,Car,Household,Petrol,Roadside - Free,Car
24549,Pick-Up,Household,Diesel,Roadside - Free,LGV
23115,Car,Household,Petrol,On-Site Residential - Free,Car
24390,Car,Household,Petrol,Roadside - Free,Car
20635,Car,Household,Petrol,Roadside - Free,Car
21500,Car,Household,Petrol,Roadside - Free,Car
22171,Car,Household,Petrol,Roadside - Free,Car
22171,Car,Household,Petrol,Roadside - Free,Car
20848,Car,Household,Petrol,Roadside - Free,Car
21994,Car,Household,Petrol,Roadside - Free,Car
23563,Car,Household,Petrol,Personal Garage (Home),Car
23563,Car,Household,Petrol,Personal Garage (Home),Car
23563,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23563,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22580,Car,Household,Petrol,Personal Garage (Home),Car
22406,Car,Household,Petrol,Roadside - Free,Car
22122,Car,Household,Petrol,Roadside - Free,Car
20213,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20213,Car,Household,Petrol,Roadside - Free,Car
20807,Car,Household,Petrol,Roadside - Free,Car
20807,Car,Household,Petrol,Roadside - Free,Car
24136,Car,Household,Petrol,Personal Garage (Home),Car
23562,Car,Household,Petrol,Personal Garage (Home),Car
23562,Car,Household,Petrol,Personal Garage (Home),Car
23562,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22278,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22278,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22278,Car,Household,Petrol,Roadside - Free,Car
22151,Car,Household,Petrol,Personal Garage (Home),Car
20019,Car,Household,Petrol,Roadside - Free,Car
20019,Car,Household,Petrol,Roadside - Free,Car
20019,Car,Household,Petrol,Roadside - Free,Car
20418,Car,Household,Petrol,On-Site Residential - Free,Car
23221,Car,Household,Petrol,Roadside - Free,Car
24370,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24370,Car,Rental,Petrol,Roadside - Free,Car
24370,Car,Household,Petrol,Roadside - Free,Car
20770,Car,Household,Petrol,Roadside - Free,Car
20770,Car,Household,Petrol,Roadside - Free,Car
20770,Car,Household,Petrol,Roadside - Free,Car
23479,Car,Household,Petrol,On-Site Residential - Free,Car
23479,Car,Household,Petrol,On-Site Residential - Free,Car
24552,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24552,Car,Rental,Petrol,Personal Garage (Home),Car
24552,Car,Household,Petrol,Personal Garage (Home),Car
21499,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22279,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21995,Car,Household,Petrol,Personal Garage (Home),Car
22407,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22407,Car,Household,Petrol,Personal Garage (Home),Car
22407,Car,Household,Petrol,Personal Garage (Home),Car
24624,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24624,Car,Household,Petrol,Personal Garage (Home),Car
22125,Car,Household,Petrol,Roadside - Free,Car
23555,Car,Household,Petrol,Personal Garage (Home),Car
23555,Car,Household,Petrol,Personal Garage (Home),Car
23555,Car,Household,Petrol,Personal Garage (Home),Car
22680,Car,Household,Petrol,Roadside - Free,Car
20325,Car,Household,Petrol,Roadside - Free,Car
23707,Car,Household,Petrol,Personal Garage (Home),Car
20884,Car,Household,Petrol,Roadside - Free,Car
23921,Car,Household,Petrol,Roadside - Free,Car
20636,Car,Household,Petrol,Off-Road - Free,Car
22581,Car,Household,Petrol,Personal Garage (Home),Car
22581,Car,Household,Petrol,Personal Garage (Home),Car
23222,Car,Household,Petrol,On-Site Residential - Free,Car
23222,Car,Household,Petrol,On-Site Residential - Free,Car
22152,Car,Household,Petrol,Personal Garage (Home),Car
20315,Car,Household,Petrol,Personal Garage (Home),Car
20315,Car,Household,Petrol,Personal Garage (Home),Car
20315,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22280,Car,Household,Petrol,Roadside - Free,Car
23560,Car,Household,Petrol,Personal Garage (Home),Car
21134,Car,Household,Petrol,Roadside - Free,Car
21134,Car,Household,Petrol,Roadside - Free,Car
23991,Car,Household,Petrol,Roadside - Free,Car
23991,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20375,Car,Household,Petrol,Roadside - Free,Car
22408,Car,Household,Petrol,Roadside - Free,Car
22408,Car,Household,Petrol,Roadside - Free,Car
20562,Car,Household,Petrol,Roadside - Free,Car
20619,Car,Household,Petrol,Personal Garage (Home),Car
20316,Car,Household,Petrol,Personal Garage (Home),Car
20316,Car,Household,Petrol,Roadside - Free,Car
23561,Car,Household,Petrol,Personal Garage (Home),Car
23561,Car,Household,Petrol,Personal Garage (Home),Car
21959,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24137,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22582,Car,Household,Petrol,Roadside - Free,Car
22281,Car,Household,Petrol,Personal Garage (Home),Car
20419,Car,Household,Petrol,On-Site Residential - Free,Car
20214,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20214,Car,Household,Petrol,Roadside - Free,Car
20318,Car,Household,Petrol,Roadside - Free,Car
23559,Car,Household,Petrol,Personal Garage (Home),Car
20885,Car,Household,Petrol,Roadside - Free,Car
20885,Car,Household,Petrol,Roadside - Free,Car
22675,Car,Household,Petrol,Roadside - Free,Car
22409,Car,Household,Petrol,Roadside - Free,Car
21996,LGV,Employer's,Diesel,Roadside - Free,LGV
21996,LGV,Employer's,Diesel,Roadside - Free,LGV
21996,LGV,Employer's,Diesel,Roadside - Free,LGV
21996,LGV,Employer's,Diesel,Roadside - Free,LGV
21996,LGV,Household,Petrol,Roadside - Free,LGV
24392,Car,Household,Petrol,Roadside - Free,Car
20637,Car,Household,Petrol,Roadside - Free,Car
24312,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24312,Car,Household,Petrol,Personal Garage (Home),Car
22282,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20420,Car,Household,Petrol,On-Site Residential - Free,Car
21211,Car,Household,Petrol,Roadside - Free,Car
20020,Car,Household,Petrol,Roadside - Free,Car
20020,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22410,Car,Household,Petrol,Roadside - Free,Car
22937,Car,Employer's,Petrol,Roadside - Free,Car
22937,Car,Household,Petrol,Roadside - Free,Car
23540,Car,Household,Petrol,Roadside - Free,Car
20886,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23992,Car,Household,Petrol,Roadside - Free,Car
22172,Car,Household,Petrol,Roadside - Free,Car
22172,Car,Household,Petrol,Roadside - Free,Car
22172,Car,Household,Petrol,Roadside - Free,Car
23538,Car,Household,Petrol,Roadside - Free,Car
20317,Car,Household,Petrol,Personal Garage (Home),Car
20317,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20610,Car,Household,Petrol,Personal Garage (Home),Car
22676,Car,Household,Petrol,Roadside - Free,Car
20846,Car,Household,Petrol,Roadside - Free,Car
20685,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20685,Car,Rental,Petrol,Roadside - Free,Car
24138,Car,Household,Petrol,Personal Garage (Home),Car
24138,Car,Household,Petrol,Roadside - Free,Car
23253,Car,Rental,Petrol,Personal Garage (Home),Car
20771,Car,Household,Petrol,Roadside - Free,Car
20771,Car,Household,Petrol,Roadside - Free,Car
20771,Car,Household,Petrol,Roadside - Free,Car
20771,Car,Household,Petrol,Roadside - Free,Car
23541,Car,Household,Petrol,Roadside - Free,Car
22211,Car,Household,Petrol,Roadside - Free,Car
20984,Car,Household,Petrol,Personal Garage (Home),Car
20215,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20215,Car,Household,Petrol,Roadside - Free,Car
21997,Car,Employer's,Petrol,Roadside - Free,Car
20334,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20687,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20687,Car,Household,Petrol,Roadside - Free,Car
24311,Car,Household,Petrol,Personal Garage (Home),Car
24311,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22212,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22123,Car,Household,Petrol,Roadside - Free,Car
20985,Car,Household,Petrol,Personal Garage (Home),Car
24139,Car,Employer's,Petrol,Roadside - Free,Car
20686,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21999,Car,Employer's,Petrol,Roadside - Free,Car
20638,Car,Household,Petrol,Roadside - Free,Car
21581,Car,Household,Petrol,Personal Garage (Home),Car
21581,Car,Household,Petrol,Roadside - Free,Car
22677,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24314,Car,Household,Petrol,Roadside - Free,Car
20772,Pick-Up,Household,Petrol,Roadside - Free,LGV
20772,Pick-Up,Household,Petrol,Roadside - Free,LGV
20772,Pick-Up,Household,Petrol,Roadside - Free,LGV
20772,Pick-Up,Household,Petrol,Roadside - Free,LGV
21112,Car,Household,Petrol,Roadside - Free,Car
21112,Car,Household,Petrol,Roadside - Free,Car
21112,Pick-Up,Household,Diesel,Roadside - Free,LGV
20376,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20406,Car,Household,Petrol,On-Site Residential - Free,Car
20850,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20850,Car,Household,Petrol,Roadside - Free,Car
20426,Car,Household,Petrol,Roadside - Charged,Car
20426,Car,Household,Petrol,Roadside - Charged,Car
23928,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23928,Car,Household,Petrol,Roadside - Free,Car
23928,Car,Household,Petrol,Roadside - Free,Car
23928,Car,Household,Petrol,Roadside - Free,Car
23928,Car,Household,Petrol,Roadside - Free,Car
20805,Car,Household,Petrol,Roadside - Free,Car
20805,Car,Household,Petrol,Roadside - Free,Car
20805,Car,Household,Petrol,Roadside - Free,Car
20681,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20681,Car,Household,Petrol,Roadside - Free,Car
24140,Car,Household,Petrol,Personal Garage (Home),Car
24315,LGV,Employer's,Diesel,Roadside - Free,LGV
20220,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21079,Car,Household,Petrol,Roadside - Free,Car
21079,Car,Household,Petrol,Roadside - Free,Car
22945,Car,Household,Petrol,On-Site Residential - Free,Car
22945,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22945,Car,Household,Petrol,On-Site Residential - Free,Car
20425,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20425,Car,Household,Petrol,Roadside - Free,Car
20854,Car,Household,Petrol,Roadside - Free,Car
21577,Car,Household,Petrol,Personal Garage (Home),Car
21577,Car,Household,Petrol,Personal Garage (Home),Car
23993,Car,Household,Petrol,Roadside - Free,Car
23993,Car,Household,Petrol,Roadside - Free,Car
23993,Car,Household,Petrol,Roadside - Free,Car
23993,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20338,Car,Household,Petrol,On-Site Residential - Free,Car
21232,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21574,Car,Household,Petrol,Personal Garage (Home),Car
21574,Car,Household,Petrol,Personal Garage (Home),Car
24313,Car,Household,Petrol,Personal Garage (Home),Car
23160,Car,Household,Diesel,Roadside - Free,Car
20852,Car,Household,Petrol,Roadside - Free,Car
22124,Car,Household,Petrol,Roadside - Free,Car
20407,Car,Household,Petrol,Personal Garage (Home),Car
20407,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21231,Car,Household,Petrol,Roadside - Free,Car
21082,Pick-Up,Household,Petrol,Roadside - Free,LGV
21082,Car,Household,Petrol,Roadside - Free,Car
20615,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
21584,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21585,Car,Household,Petrol,Personal Garage (Home),Car
21585,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20423,Car,Household,Petrol,Roadside - Free,Car
20620,Large Car (SUV),Employer's,Petrol,Roadside - Free,Car
20069,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20070,Pick-Up,Household,Diesel,Roadside - Free,LGV
22950,Car,Household,Petrol,Roadside - Free,Car
22950,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
