Family_Number,Vehicle_Type,Vehicle_Ownership,Fuel_Type,Parking_Location_at_Home,New types
25149,Car,Household,Petrol,Roadside - Charged,Car
21201,Pick-Up,Household,Petrol,Roadside - Free,LGV
25334,Car,Household,Petrol,Roadside - Free,Car
20837,Car,Household,Petrol,Roadside - Free,Car
20837,Car,Household,Petrol,Roadside - Free,Car
20155,Car,Household,Petrol,Personal Garage (Home),Car
20155,Car,Household,Petrol,Roadside - Free,Car
22095,Car,Household,Petrol,Roadside - Free,Car
20115,Car,Household,Petrol,Roadside - Free,Car
25333,Car,Household,Petrol,Roadside - Free,Car
22933,Car,Household,Petrol,On-Site Residential - Free,Car
20116,Car,Household,Petrol,Roadside - Free,Car
22096,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22096,Car,Employer's,Petrol,Roadside - Free,Car
22335,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22335,Car,Household,Petrol,Roadside - Free,Car
22085,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20117,Car,Household,Petrol,Roadside - Free,Car
25332,Car,Household,Petrol,Roadside - Free,Car
22083,Large Car (SUV),Household,Petrol,Roadside - Free,Car
25330,Car,Household,Petrol,Roadside - Free,Car
25330,Pick-Up,Household,Petrol,Roadside - Free,LGV
22082,Car,Household,Petrol,Roadside - Free,Car
20118,Car,Household,Petrol,Roadside - Free,Car
20118,Car,Household,Petrol,Roadside - Free,Car
20118,Car,Household,Petrol,Roadside - Free,Car
22094,Car,Employer's,Petrol,Roadside - Free,Car
22336,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22337,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22337,Car,Household,Petrol,Roadside - Free,Car
22337,Car,Household,Petrol,Roadside - Free,Car
20156,Car,Household,Petrol,Personal Garage (Home),Car
23972,Car,Household,Petrol,Roadside - Free,Car
23972,Car,Household,Petrol,Roadside - Free,Car
23972,Car,Household,Petrol,Roadside - Free,Car
23973,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23973,Car,Household,Petrol,Roadside - Free,Car
22338,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22338,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23976,Pick-Up,Household,Petrol,Roadside - Free,LGV
23976,Car,Household,Petrol,Roadside - Free,Car
23971,Pick-Up,Household,Petrol,Roadside - Free,LGV
23971,Car,Household,Petrol,Roadside - Free,Car
22470,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22470,Car,Household,Petrol,Roadside - Free,Car
22470,Car,Household,Petrol,Roadside - Free,Car
20157,Car,Household,Petrol,Personal Garage (Home),Car
20157,Car,Household,Petrol,Personal Garage (Home),Car
21969,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21969,Car,Household,Petrol,Roadside - Free,Car
24647,Car,Household,Petrol,Roadside - Free,Car
20914,Car,Household,Petrol,Roadside - Free,Car
20914,Car,Household,Petrol,Roadside - Free,Car
20914,Car,Household,Petrol,Roadside - Free,Car
22522,Car,Household,Petrol,Roadside - Free,Car
23301,Car,Household,Petrol,Personal Garage (Home),Car
22471,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22471,Car,Household,Petrol,Roadside - Free,Car
22471,Car,Household,Petrol,Roadside - Free,Car
21968,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21344,Car,Household,Petrol,Roadside - Free,Car
23510,Car,Household,Petrol,Roadside - Free,Car
23633,Car,Household,Petrol,Personal Garage (Home),Car
20915,Car,Household,Petrol,On-Site Residential - Free,Car
24802,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22523,Car,Household,Petrol,Roadside - Free,Car
22523,Car,Household,Petrol,Personal Garage (Home),Car
22472,Car,Household,Petrol,Roadside - Free,Car
22472,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24720,Car,Household,Petrol,Roadside - Free,Car
24720,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24720,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24720,Pick-Up,Household,Petrol,Roadside - Free,LGV
24720,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24720,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24646,Car,Household,Petrol,Roadside - Free,Car
24646,Car,Household,Petrol,Roadside - Free,Car
24646,Car,Household,Petrol,Roadside - Free,Car
21967,Car,Household,Petrol,Roadside - Free,Car
21345,Car,Household,Petrol,Roadside - Free,Car
23511,Large Car (SUV),Employer's,Petrol,Roadside - Free,Car
20158,Car,Household,Petrol,Personal Garage (Home),Car
25438,Car,Household,Petrol,Roadside - Free,Car
22524,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22524,Car,Household,Petrol,Roadside - Free,Car
23632,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22962,Car,Employer's,Petrol,Roadside - Free,Car
24594,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24594,Car,Household,Petrol,Roadside - Free,Car
24594,Car,Household,Petrol,Roadside - Free,Car
20916,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20916,Car,Household,Petrol,Roadside - Free,Car
24645,Car,Household,Petrol,Roadside - Free,Car
22066,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22066,Car,Household,Petrol,Roadside - Free,Car
22066,Car,Household,Petrol,Roadside - Free,Car
24027,Car,Household,Petrol,Roadside - Free,Car
24027,Car,Household,Petrol,Roadside - Free,Car
22473,Car,Household,Petrol,Personal Garage (Home),Car
22473,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21960,Car,Household,Petrol,Roadside - Free,Car
23512,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
24803,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22339,Car,Household,Petrol,Roadside - Free,Car
22339,Car,Household,Petrol,Roadside - Free,Car
22525,Car,Household,Petrol,Personal Garage (Home),Car
22525,Large Car (SUV),Rental,Petrol,Roadside - Free,Car
23045,Car,Household,Petrol,On-Site Residential - Free,Car
23279,Car,Household,Petrol,Roadside - Free,Car
23254,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23254,Car,Household,Petrol,On-Site Residential - Free,Car
25440,Large Car (SUV),Household,Diesel,Roadside - Free,Car
20487,Car,Household,Petrol,Roadside - Free,Car
20869,Car,Household,Petrol,Roadside - Free,Car
24501,Car,Household,Petrol,Roadside - Free,Car
24501,Car,Household,Petrol,Roadside - Free,Car
24030,Car,Household,Petrol,Roadside - Free,Car
24595,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24595,Car,Household,Petrol,Roadside - Free,Car
24595,Car,Household,Petrol,Roadside - Free,Car
22965,Car,Employer's,Petrol,Roadside - Free,Car
22474,Car,Employer's,Petrol,Roadside - Free,Car
24419,Car,Employer's,Petrol,Personal Garage (Home),Car
22526,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21965,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23891,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23513,Car,Household,Petrol,Roadside - Free,Car
22072,Car,Rental,Petrol,Roadside - Free,Car
23773,Car,Household,Petrol,Roadside - Free,Car
24804,Car,Household,Petrol,Roadside - Free,Car
24241,Car,Household,Petrol,Personal Garage (Home),Car
23631,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23631,Car,Household,Petrol,Roadside - Free,Car
23043,Car,Household,Petrol,On-Site Residential - Free,Car
21346,Car,Household,Petrol,Roadside - Free,Car
23255,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23428,Car,Employer's,Petrol,On-Site Residential - Free,Car
25441,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23280,Car,Household,Petrol,Roadside - Free,Car
22527,Car,Household,Petrol,Roadside - Free,Car
22527,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23630,Car,Household,Petrol,Roadside - Free,Car
22828,Car,Household,Petrol,Roadside - Free,Car
21966,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21966,Car,Household,Petrol,Roadside - Free,Car
23514,Car,Household,Petrol,Roadside - Free,Car
23889,Car,Household,Petrol,Roadside - Free,Car
24805,Car,Household,Petrol,Roadside - Free,Car
24034,Car,Household,Petrol,Roadside - Free,Car
20873,Pick-Up,Employer's,Petrol,Roadside - Free,LGV
23398,Car,Household,Petrol,Roadside - Free,Car
22301,Car,Household,Petrol,Personal Garage (Home),Car
24502,Car,Household,Petrol,Roadside - Free,Car
24721,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24721,Car,Household,Petrol,Roadside - Free,Car
24721,Car,Household,Petrol,Roadside - Free,Car
24721,Car,Household,Petrol,Roadside - Free,Car
23040,Car,Household,Petrol,On-Site Residential - Free,Car
24484,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24484,Car,Household,Petrol,Roadside - Free,Car
24484,Car,Household,Petrol,Roadside - Free,Car
24242,Pick-Up,Household,Diesel,Personal Garage (Home),LGV
22475,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22475,Car,Household,Petrol,Roadside - Free,Car
24420,Car,Household,Petrol,Roadside - Free,Car
24596,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24596,Car,Household,Petrol,Roadside - Free,Car
25310,Car,Household,Petrol,Personal Garage (Home),Car
22995,Car,Household,Petrol,Personal Garage (Home),Car
23629,Car,Employer's,Petrol,Roadside - Free,Car
21347,Car,Household,Petrol,Roadside - Free,Car
21347,Car,Household,Petrol,Roadside - Free,Car
21347,Car,Household,Petrol,Roadside - Free,Car
22528,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21093,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21093,Car,Household,Petrol,Roadside - Free,Car
22074,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22074,Car,Household,Petrol,Roadside - Free,Car
25439,Car,Household,Petrol,Personal Garage (Home),Car
23772,Car,Household,Petrol,Roadside - Free,Car
25365,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25365,Car,Household,Petrol,Personal Garage (Home),Car
24806,Car,Household,Petrol,Roadside - Free,Car
22302,Car,Household,Petrol,Personal Garage (Home),Car
22302,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22302,Car,Household,Petrol,Personal Garage (Home),Car
22963,Car,Employer's,Petrol,Roadside - Free,Car
24642,Car,Household,Petrol,Personal Garage (Home),Car
24642,Car,Employer's,Petrol,Personal Garage (Home),Car
20917,Car,Household,Petrol,Roadside - Free,Car
20917,Car,Household,Petrol,Roadside - Free,Car
22829,Car,Household,Petrol,Roadside - Free,Car
22829,Car,Household,Petrol,Roadside - Free,Car
23628,Car,Household,Petrol,Roadside - Free,Car
24243,Car,Household,Petrol,Roadside - Free,Car
23515,Mini-Bus,Household,Petrol,Roadside - Free,Mini-Bus
25311,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22476,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24503,Car,Household,Petrol,Roadside - Free,Car
24421,Car,Household,Petrol,Roadside - Free,Car
21961,Pick-Up,Household,Petrol,Roadside - Free,LGV
21961,Car,Household,Petrol,Roadside - Free,Car
24035,Car,Household,Petrol,Roadside - Free,Car
24035,Car,Household,Petrol,Roadside - Free,Car
23627,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22073,Car,Household,Petrol,Roadside - Free,Car
23281,Car,Household,Petrol,Roadside - Free,Car
20453,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24597,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24597,Car,Household,Petrol,Roadside - Free,Car
22959,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22959,Car,Household,Petrol,On-Site Residential - Free,Car
23429,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22303,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22303,Car,Household,Petrol,Personal Garage (Home),Car
22303,Car,Household,Petrol,Personal Garage (Home),Car
22233,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22233,Car,Household,Petrol,Personal Garage (Home),Car
22233,Car,Household,Petrol,Personal Garage (Home),Car
23516,Car,Household,Petrol,Roadside - Free,Car
25436,Car,Household,Petrol,Roadside - Free,Car
24641,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24641,Car,Household,Petrol,Personal Garage (Home),Car
24244,Car,Household,Petrol,Personal Garage (Home),Car
24170,Car,Household,Petrol,Roadside - Free,Car
24807,Car,Household,Petrol,Roadside - Free,Car
21054,Car,Household,Petrol,Roadside - Free,Car
25366,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25366,Car,Household,Petrol,Personal Garage (Home),Car
22830,Car,Household,Petrol,Roadside - Free,Car
22830,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21188,Car,Household,Petrol,Roadside - Free,Car
21348,Car,Household,Petrol,Roadside - Free,Car
25312,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25218,Car,Household,Petrol,Roadside - Free,Car
23896,Car,Household,Petrol,On-Site Residential - Free,Car
23896,Car,Household,Petrol,Roadside - Free,Car
23896,Car,Household,Petrol,Roadside - Free,Car
22957,Car,Household,Petrol,On-Site Residential - Free,Car
24042,Car,Household,Petrol,Roadside - Free,Car
23367,Car,Household,Petrol,Roadside - Free,Car
24744,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24744,Car,Household,Petrol,Roadside - Free,Car
22080,Car,Household,Petrol,Roadside - Free,Car
20298,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20298,Car,Household,Petrol,Roadside - Free,Car
25437,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21957,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23517,Car,Household,Petrol,Roadside - Free,Car
24504,Car,Household,Petrol,Roadside - Free,Car
20716,Car,Household,Petrol,Roadside - Free,Car
22529,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22529,Car,Household,Petrol,Roadside - Free,Car
22529,Large Car (SUV),Employer's,Petrol,Roadside - Free,Car
23282,Car,Household,Petrol,Roadside - Free,Car
24422,Large Car (SUV),Employer's,Diesel,Personal Garage (Home),Car
22076,Car,Household,Petrol,Roadside - Free,Car
23771,Car,Household,Petrol,Roadside - Free,Car
24599,Car,Household,Petrol,Roadside - Free,Car
25370,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25370,Car,Household,Petrol,Roadside - Free,Car
25486,Car,Household,Petrol,Roadside - Free,Car
25486,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21349,Car,Household,Petrol,Roadside - Free,Car
22477,Car,Household,Petrol,Personal Garage (Home),Car
20918,Car,Household,Petrol,Roadside - Free,Car
23740,Car,Household,Petrol,On-Site Residential - Free,Car
24040,Car,Household,Petrol,Roadside - Free,Car
22530,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22530,Car,Household,Petrol,Roadside - Free,Car
20456,Car,Rental,Petrol,Roadside - Charged,Car
25313,Car,Household,Petrol,Personal Garage (Home),Car
25313,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23894,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24598,Car,Household,Petrol,Roadside - Free,Car
24505,Car,Household,Petrol,Roadside - Free,Car
22952,Car,Household,Petrol,On-Site Residential - Free,Car
25219,Car,Household,Petrol,Roadside - Free,Car
22639,Car,Household,Petrol,Roadside - Free,Car
22304,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22304,Car,Household,Petrol,Personal Garage (Home),Car
22485,Car,Household,Petrol,Personal Garage (Home),Car
22485,Car,Household,Petrol,Roadside - Free,Car
23768,Car,Household,Petrol,Roadside - Free,Car
20678,Large Car (SUV),Employer's,Petrol,On-Site Residential - Free,Car
24076,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20720,Car,Household,Petrol,Roadside - Free,Car
20720,Large Car (SUV),Household,Petrol,Roadside - Free,Car
25368,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25368,Car,Household,Petrol,Personal Garage (Home),Car
22305,Car,Household,Petrol,Personal Garage (Home),Car
22305,Car,Household,Petrol,Roadside - Free,Car
22362,Car,Household,Petrol,On-Site Residential - Free,Car
22362,Car,Household,Petrol,On-Site Residential - Free,Car
22531,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22833,Car,Household,Petrol,Roadside - Free,Car
24763,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24763,Car,Household,Petrol,Roadside - Free,Car
23741,Car,Household,Petrol,On-Site Residential - Free,Car
20679,Large Car (SUV),Employer's,Petrol,On-Site Residential - Free,Car
24077,Car,Household,Petrol,Roadside - Free,Car
24077,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20490,Car,Rental,Petrol,Roadside - Free,Car
24171,Car,Household,Petrol,Roadside - Free,Car
25314,Car,Household,Petrol,Personal Garage (Home),Car
24246,Car,Household,Petrol,Personal Garage (Home),Car
24041,Car,Household,Petrol,Roadside - Free,Car
22306,Car,Household,Petrol,Roadside - Free,Car
22306,Car,Household,Petrol,Personal Garage (Home),Car
22306,Car,Household,Petrol,Personal Garage (Home),Car
22532,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22532,Car,Household,Petrol,Roadside - Free,Car
23283,Car,Household,Petrol,Roadside - Free,Car
20719,Car,Household,Petrol,Roadside - Free,Car
25220,Car,Household,Petrol,Roadside - Free,Car
24506,Car,Household,Petrol,Roadside - Free,Car
22640,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22640,Car,Household,Petrol,Personal Garage (Home),Car
25448,Car,Household,Petrol,Roadside - Free,Car
23380,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21189,Truck,Household,Diesel,Roadside - Free,Truck
21189,Car,Household,Petrol,Roadside - Free,Car
24423,Car,Household,Petrol,Roadside - Free,Car
24071,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
23366,Car,Household,Petrol,Roadside - Free,Car
22077,Car,Household,Petrol,Roadside - Free,Car
23739,Car,Household,Petrol,On-Site Residential - Free,Car
21350,Car,Household,Petrol,Roadside - Free,Car
21350,Car,Household,Petrol,Roadside - Free,Car
24245,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20680,Pick-Up,Employer's,Diesel,On-Site Residential - Free,LGV
24605,Car,Household,Petrol,Roadside - Free,Car
24483,Car,Household,Petrol,Roadside - Free,Car
21864,Car,Household,Petrol,Roadside - Free,Car
25221,Car,Household,Petrol,Roadside - Free,Car
24043,Car,Household,Petrol,Roadside - Free,Car
25449,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23284,Car,Household,Petrol,Roadside - Free,Car
25315,Car,Household,Petrol,Personal Garage (Home),Car
25315,Car,Household,Petrol,Personal Garage (Home),Car
20712,Car,Household,Petrol,Roadside - Free,Car
22641,Car,Employer's,Petrol,Roadside - Free,Car
24507,Car,Household,Petrol,Roadside - Free,Car
24507,Car,Household,Petrol,Roadside - Free,Car
23851,Pick-Up,Household,Petrol,Roadside - Free,LGV
21351,Car,Household,Petrol,Roadside - Free,Car
22235,Car,Household,Petrol,Personal Garage (Home),Car
22235,Car,Household,Petrol,Personal Garage (Home),Car
24487,Car,Household,Petrol,Roadside - Free,Car
22364,Car,Household,Petrol,Roadside - Free,Car
24047,Car,Household,Petrol,Roadside - Free,Car
25367,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
25367,Large Car (SUV),Household,Diesel,Personal Garage (Home),Car
25367,Car,Household,Petrol,Personal Garage (Home),Car
25450,Car,Household,Petrol,Personal Garage (Home),Car
24424,Car,Employer's,Petrol,Roadside - Free,Car
24761,Car,Household,Petrol,Roadside - Free,Car
24169,Car,Household,Petrol,Personal Garage (Home),Car
24169,Car,Household,Petrol,Personal Garage (Home),Car
25316,Car,Household,Petrol,Roadside - Free,Car
25316,Large Car (SUV),Household,Petrol,Roadside - Free,Car
25223,Car,Household,Petrol,Roadside - Free,Car
23914,Car,Household,Petrol,Roadside - Free,Car
21530,Car,Household,Petrol,Roadside - Free,Car
21530,Car,Household,Petrol,Roadside - Free,Car
24508,Car,Household,Petrol,Roadside - Free,Car
21288,Car,Household,Petrol,Roadside - Free,Car
22236,Car,Household,Petrol,Personal Garage (Home),Car
22236,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20711,Car,Household,Petrol,Roadside - Free,Car
23852,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22068,Car,Household,Petrol,Roadside - Free,Car
20510,Car,Household,Petrol,Roadside - Free,Car
22834,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23742,Car,Household,Petrol,On-Site Residential - Free,Car
23313,Car,Household,Petrol,Personal Garage (Home),Car
23433,Car,Household,Petrol,On-Site Residential - Free,Car
23433,Car,Household,Petrol,On-Site Residential - Free,Car
21833,Car,Household,Petrol,Roadside - Free,Car
24048,Car,Household,Petrol,Roadside - Free,Car
20922,Car,Household,Petrol,On-Site Residential - Free,Car
20922,Car,Household,Petrol,On-Site Residential - Free,Car
20922,Car,Household,Petrol,On-Site Residential - Free,Car
22642,Car,Household,Petrol,Roadside - Free,Car
21190,Truck,Household,Diesel,Roadside - Free,Truck
21190,Car,Household,Petrol,Roadside - Free,Car
24485,Car,Household,Petrol,Roadside - Free,Car
24509,Car,Household,Petrol,Roadside - Free,Car
24603,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24603,Car,Household,Petrol,Roadside - Free,Car
24603,Car,Household,Petrol,Roadside - Free,Car
24603,Car,Household,Petrol,Roadside - Free,Car
22366,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22366,Car,Household,Petrol,On-Site Residential - Free,Car
25451,Car,Household,Petrol,Roadside - Free,Car
22835,Car,Household,Petrol,Roadside - Free,Car
22835,Car,Household,Petrol,Roadside - Free,Car
22237,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22237,Car,Household,Petrol,Personal Garage (Home),Car
23743,Car,Household,Petrol,On-Site Residential - Free,Car
23365,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22997,Car,Household,Petrol,Roadside - Free,Car
21531,Car,Household,Petrol,Roadside - Free,Car
24600,Car,Household,Petrol,Roadside - Free,Car
24600,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24049,Car,Household,Petrol,Roadside - Free,Car
24510,Car,Household,Petrol,Roadside - Free,Car
20505,Car,Household,Petrol,Roadside - Free,Car
25224,Car,Household,Petrol,Roadside - Free,Car
25224,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20718,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23314,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23848,Car,Household,Petrol,Roadside - Free,Car
23911,Car,Household,Petrol,Roadside - Free,Car
23911,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23744,Car,Household,Petrol,Personal Garage (Home),Car
23607,Car,Household,Petrol,Personal Garage (Home),Car
23607,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23607,Car,Household,Petrol,Personal Garage (Home),Car
22238,Pick-Up,Employer's,Petrol,Personal Garage (Home),LGV
25225,Car,Household,Petrol,Roadside - Free,Car
23382,Car,Household,Petrol,Roadside - Free,Car
23382,Car,Household,Petrol,Roadside - Free,Car
23382,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20499,Car,Household,Petrol,Roadside - Free,Car
21532,Car,Household,Petrol,Personal Garage (Home),Car
21532,Car,Household,Petrol,Personal Garage (Home),Car
20921,Car,Household,Petrol,On-Site Residential - Free,Car
25371,Car,Rental,Petrol,Roadside - Free,Car
22832,Car,Household,Petrol,Roadside - Free,Car
22832,Car,Household,Petrol,Roadside - Free,Car
24051,Car,Household,Petrol,Roadside - Free,Car
23315,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23315,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22239,Car,Household,Petrol,Personal Garage (Home),Car
25452,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21352,Car,Household,Petrol,Roadside - Free,Car
21352,Car,Household,Petrol,Roadside - Free,Car
24511,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23383,Car,Household,Petrol,Personal Garage (Home),Car
23850,Large Car (SUV),Household,Petrol,Roadside - Free,Car
25226,Car,Household,Petrol,On-Site Residential - Free,Car
21533,Car,Household,Petrol,Personal Garage (Home),Car
22132,Car,Household,Petrol,Roadside - Free,Car
20815,Car,Household,Petrol,Roadside - Free,Car
20585,Car,Household,Petrol,Roadside - Free,Car
24760,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24760,Car,Household,Petrol,Roadside - Free,Car
24601,Car,Household,Diesel,Roadside - Free,Car
24601,Car,Household,Petrol,Roadside - Free,Car
20496,Car,Household,Petrol,Roadside - Free,Car
24491,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23568,Car,Rental,Petrol,Roadside - Free,Car
22240,Car,Household,Petrol,Personal Garage (Home),Car
22240,Car,Household,Petrol,Roadside - Free,Car
23381,Car,Household,Petrol,Roadside - Free,Car
23013,Car,Household,Petrol,Roadside - Free,Car
22370,Car,Household,Petrol,On-Site Residential - Free,Car
22370,Car,Household,Petrol,On-Site Residential - Free,Car
25317,Car,Household,Petrol,Personal Garage (Home),Car
25317,Car,Household,Petrol,Personal Garage (Home),Car
25369,Large Car (SUV),Household,Diesel,Roadside - Free,Car
25369,Car,Household,Petrol,Roadside - Free,Car
24602,Car,Household,Petrol,Roadside - Free,Car
21535,Pick-Up,Household,Petrol,Roadside - Free,LGV
20586,Car,Household,Petrol,Roadside - Free,Car
23849,Car,Employer's,Petrol,Roadside - Free,Car
20493,Car,Household,Petrol,Roadside - Free,Car
20824,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20824,Car,Household,Petrol,Roadside - Free,Car
22241,Car,Household,Petrol,Personal Garage (Home),Car
22241,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22241,Car,Household,Petrol,Personal Garage (Home),Car
24486,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24486,Car,Household,Petrol,Roadside - Free,Car
21534,Pick-Up,Household,Petrol,Roadside - Free,LGV
21354,Car,Household,Petrol,Roadside - Free,Car
24488,Car,Household,Petrol,Roadside - Free,Car
22242,Car,Household,Petrol,Personal Garage (Home),Car
20825,Car,Household,Petrol,Roadside - Free,Car
22070,Car,Household,Petrol,Roadside - Free,Car
22070,Car,Household,Petrol,Roadside - Free,Car
22991,Car,Employer's,Petrol,Roadside - Free,Car
25318,Car,Household,Petrol,Personal Garage (Home),Car
22340,Car,Household,Petrol,Roadside - Free,Car
22340,Car,Household,Petrol,Roadside - Free,Car
22949,Car,Household,Petrol,On-Site Residential - Free,Car
25320,Car,Household,Petrol,Roadside - Free,Car
24841,Car,Household,Petrol,Personal Garage (Home),Car
22069,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22069,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22069,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22069,Car,Household,Petrol,Roadside - Free,Car
21194,Car,Household,Petrol,Roadside - Free,Car
21194,Car,Household,Petrol,Roadside - Free,Car
25321,Car,Household,Petrol,Personal Garage (Home),Car
22067,Car,Household,Petrol,Roadside - Free,Car
22079,Car,Household,Petrol,Roadside - Free,Car
22079,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22141,Car,Household,Petrol,Roadside - Free,Car
22138,Car,Household,Petrol,Roadside - Free,Car
25140,Car,Household,Petrol,Personal Garage (Home),Car
22969,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22969,Car,Household,Petrol,On-Site Residential - Free,Car
23026,Car,Household,Petrol,On-Site Residential - Free,Car
22140,Car,Household,Petrol,Roadside - Free,Car
22145,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22144,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22142,Large Car (SUV),Household,Petrol,Roadside - Free,Car
