Family_Number,Nearest_Bus_Station,Total_Deliveries,Food_Deliveries,Supermarket_Deliveries,Other_Deliveries,Packages_Deliveries
23350,6-10 mins walk,6,2,1,0,3
25157,there is no bus service in my area,2,0,1,1,0
20183,there is no bus service in my area,0,0,0,0,0
23167, don’t know ,3,1,1,0,1
22891,there is no bus service in my area,9,3,3,2,1
23915,there is no bus service in my area,4,0,1,1,2
24275,there is no bus service in my area,0,0,0,0,0
22711, don’t know ,0,0,0,0,0
25212, don’t know ,0,0,0,0,0
23808, don’t know ,0,0,0,0,0
25022, don’t know ,4,1,0,1,2
25093, don’t know ,1,0,0,0,1
23224, don’t know ,0,0,0,0,0
25260, don’t know ,0,0,0,0,0
24687, don’t know ,2,0,1,0,1
25341,there is no bus service in my area,2,1,1,0,0
25023, don’t know ,0,0,0,0,0
20465,there is no bus service in my area,0,0,0,0,0
22713, More than 15 mins,1,1,0,0,0
25061, don’t know ,2,1,1,0,0
23916, don’t know ,2,0,1,0,1
25211, don’t know ,0,0,0,0,0
23810, don’t know ,0,0,0,0,0
20745,there is no bus service in my area,0,0,0,0,0
20939,there is no bus service in my area,10,3,5,0,2
25092, don’t know ,2,1,0,0,1
24261,there is no bus service in my area,0,0,0,0,0
23257, don’t know ,4,1,1,0,2
20368,there is no bus service in my area,0,0,0,0,0
23225, don’t know ,0,0,0,0,0
22712, More than 15 mins,1,1,0,0,0
20403,6-10 mins walk,8,2,2,0,4
22906, don’t know ,2,1,0,0,1
25476, don’t know ,1,0,0,1,0
20746,there is no bus service in my area,0,0,0,0,0
25210, don’t know ,4,1,1,0,2
25096, don’t know ,1,1,0,0,0
24262,there is no bus service in my area,0,0,0,0,0
20466, don’t know ,0,0,0,0,0
25259, don’t know ,0,0,0,0,0
24198,there is no bus service in my area,14,3,2,2,7
25094, don’t know ,1,1,0,0,0
20369,there is no bus service in my area,0,0,0,0,0
22708, More than 15 mins,0,0,0,0,0
25258, don’t know ,4,1,1,0,2
24690, don’t know ,4,0,4,0,0
23118, don’t know ,3,1,1,0,1
25209,there is no bus service in my area,0,0,0,0,0
25182,there is no bus service in my area,0,0,0,0,0
20467,< 5 mins walk,0,0,0,0,0
25257, don’t know ,0,0,0,0,0
24289,there is no bus service in my area,0,0,0,0,0
23159,there is no bus service in my area,0,0,0,0,0
20184, don’t know ,0,0,0,0,0
23061, don’t know ,2,1,0,0,1
23113, don’t know ,2,0,1,0,1
22722, More than 15 mins,0,0,0,0,0
22907, don’t know ,0,0,0,0,0
23368, don’t know ,3,1,2,0,0
23158,there is no bus service in my area,0,0,0,0,0
25256, don’t know ,0,0,0,0,0
25208,there is no bus service in my area,0,0,0,0,0
25178, don’t know ,6,1,0,0,5
23038, don’t know ,2,1,0,0,1
24293,there is no bus service in my area,2,0,0,0,2
24200,there is no bus service in my area,14,2,3,2,7
25255,there is no bus service in my area,0,0,0,0,0
25148, don’t know ,0,0,0,0,0
24201,there is no bus service in my area,6,2,1,0,3
23673,there is no bus service in my area,3,2,0,0,1
23675,there is no bus service in my area,2,1,0,0,1
24202,there is no bus service in my area,14,3,2,2,7
21564, don’t know ,0,0,0,0,0
20185, don’t know ,0,0,0,0,0
23681,there is no bus service in my area,2,1,0,0,1
23678,there is no bus service in my area,1,0,1,0,0
22932,6-10 mins walk,3,2,0,0,1
21565,there is no bus service in my area,1,0,1,0,0
23677,there is no bus service in my area,4,1,2,0,1
21566, don’t know ,2,1,1,0,0
23700,there is no bus service in my area,4,2,1,0,1
22930, don’t know ,3,2,0,0,1
21567, don’t know ,3,1,2,0,0
21568,there is no bus service in my area,0,0,0,0,0
21569, don’t know ,2,1,1,0,0
21284,there is no bus service in my area,0,0,0,0,0
21285,there is no bus service in my area,0,0,0,0,0
21299,there is no bus service in my area,0,0,0,0,0
21287,there is no bus service in my area,0,0,0,0,0
21296,there is no bus service in my area,0,0,0,0,0
21297,there is no bus service in my area,0,0,0,0,0
21294,there is no bus service in my area,0,0,0,0,0
20560, don’t know ,5,2,2,0,1
21295,there is no bus service in my area,2,1,0,0,1
21289,there is no bus service in my area,0,0,0,0,0
21292,there is no bus service in my area,0,0,0,0,0
21293,there is no bus service in my area,0,0,0,0,0
25207, don’t know ,0,0,0,0,0
21615,there is no bus service in my area,3,1,2,0,0
25254, don’t know ,0,0,0,0,0
25206,there is no bus service in my area,0,0,0,0,0
23970,there is no bus service in my area,0,0,0,0,0
21624,there is no bus service in my area,0,0,0,0,0
21840,there is no bus service in my area,0,0,0,0,0
24678, don’t know ,3,1,1,0,1
24452,there is no bus service in my area,2,1,1,0,0
21841,there is no bus service in my area,0,0,0,0,0
25205,there is no bus service in my area,0,0,0,0,0
21623,there is no bus service in my area,0,0,0,0,0
20826,there is no bus service in my area,0,0,0,0,0
21842,there is no bus service in my area,0,0,0,0,0
25204, don’t know ,3,1,1,0,1
24959, don’t know ,0,0,0,0,0
24453, don’t know ,2,1,1,0,0
21843,there is no bus service in my area,0,0,0,0,0
24677, don’t know ,5,1,2,0,2
25253, don’t know ,0,0,0,0,0
25203, don’t know ,2,1,1,0,0
25024, don’t know ,6,1,1,1,3
23912, don’t know ,0,0,0,0,0
24958, don’t know ,0,0,0,0,0
24203,there is no bus service in my area,14,3,2,2,7
24454,there is no bus service in my area,1,0,1,0,0
21821,there is no bus service in my area,0,0,0,0,0
25252,there is no bus service in my area,0,0,0,0,0
23913, don’t know ,0,0,0,0,0
25280,< 5 mins walk,4,1,1,0,2
25025, don’t know ,6,1,1,1,3
24263,there is no bus service in my area,1,1,0,0,0
24455,there is no bus service in my area,2,0,1,1,0
24204,there is no bus service in my area,10,2,2,1,5
24957, don’t know ,0,0,0,0,0
24264,there is no bus service in my area,0,0,0,0,0
22892,there is no bus service in my area,5,1,1,1,2
24456, don’t know ,1,0,1,0,0
25251, don’t know ,6,2,1,1,2
23125, don’t know ,2,0,1,0,1
24283,there is no bus service in my area,1,0,0,0,1
23660, don’t know ,0,0,0,0,0
24205,there is no bus service in my area,6,1,2,0,3
22904,there is no bus service in my area,6,3,2,1,0
25468, don’t know ,4,2,1,0,1
21080,there is no bus service in my area,4,1,1,0,2
25278,< 5 mins walk,0,0,0,0,0
24956, don’t know ,0,0,0,0,0
22887,there is no bus service in my area,7,1,3,2,1
24457, don’t know ,1,0,1,0,0
24286,there is no bus service in my area,0,0,0,0,0
21640,there is no bus service in my area,0,0,0,0,0
22903, don’t know ,5,2,1,0,2
22886,there is no bus service in my area,7,2,1,3,1
25470, don’t know ,2,1,0,0,1
24265,there is no bus service in my area,1,0,0,0,1
24955, don’t know ,0,0,0,0,0
25279,< 5 mins walk,0,0,0,0,0
24070, don’t know ,5,2,2,0,1
24458,there is no bus service in my area,2,1,1,0,0
22902, don’t know ,6,2,2,0,2
25469, don’t know ,2,0,1,0,1
23122, don’t know ,2,0,1,0,1
25235, don’t know ,0,0,0,0,0
21634, don’t know ,2,1,0,1,0
24954, don’t know ,0,0,0,0,0
24266,there is no bus service in my area,0,0,0,0,0
22901,there is no bus service in my area,3,1,1,0,1
25394, don’t know ,4,0,4,0,0
22010,there is no bus service in my area,1,1,0,0,0
25471, don’t know ,0,0,0,0,0
25413,there is no bus service in my area,3,1,2,0,0
24459,there is no bus service in my area,1,0,1,0,0
23114, don’t know ,2,0,1,0,1
21633,there is no bus service in my area,1,0,1,0,0
20398,< 5 mins walk,3,1,0,0,2
22894,there is no bus service in my area,5,1,2,1,1
24953, don’t know ,0,0,0,0,0
22012, don’t know ,1,0,1,0,0
24081, don’t know ,6,2,3,0,1
25395, don’t know ,7,2,5,0,0
21647,there is no bus service in my area,1,1,0,0,0
20397,< 5 mins walk,0,0,0,0,0
25234, don’t know ,6,1,2,0,3
24952, don’t know ,0,0,0,0,0
25186, don’t know ,0,0,0,0,0
24207,there is no bus service in my area,10,2,2,1,5
22899, don’t know ,6,2,2,0,2
21629,there is no bus service in my area,1,1,0,0,0
20396,< 5 mins walk,0,0,0,0,0
23109, don’t know ,4,1,1,0,2
24271,there is no bus service in my area,0,0,0,0,0
24082, don’t know ,6,2,4,0,0
25233, don’t know ,0,0,0,0,0
25185, don’t know ,0,0,0,0,0
25396, don’t know ,5,1,4,0,0
25187, don’t know ,0,0,0,0,0
24277,there is no bus service in my area,0,0,0,0,0
22838,there is no bus service in my area,5,2,1,1,1
24208,there is no bus service in my area,6,1,2,0,3
24689, don’t know ,4,1,2,0,1
21481,there is no bus service in my area,1,1,0,0,0
25188, don’t know ,0,0,0,0,0
22898,there is no bus service in my area,3,1,1,0,1
25397, don’t know ,5,0,4,0,1
24083, don’t know ,4,1,3,0,0
24276,there is no bus service in my area,1,0,0,0,1
24209,there is no bus service in my area,10,3,2,0,5
25232,there is no bus service in my area,0,0,0,0,0
25412,there is no bus service in my area,2,1,1,0,0
22897,there is no bus service in my area,2,1,1,0,0
24210,there is no bus service in my area,18,3,4,2,9
25123, don’t know ,7,2,3,0,2
24932, don’t know ,0,0,0,0,0
22811,there is no bus service in my area,6,1,1,3,1
22029, don’t know ,1,1,0,0,0
24268,there is no bus service in my area,0,0,0,0,0
24692, don’t know ,3,1,1,0,1
20747,there is no bus service in my area,0,0,0,0,0
25166, don’t know ,0,0,0,0,0
24211,there is no bus service in my area,0,0,0,0,0
22896,there is no bus service in my area,4,0,4,0,0
25411,there is no bus service in my area,3,1,2,0,0
25117, don’t know ,7,3,3,0,1
25167, don’t know ,0,0,0,0,0
24931, don’t know ,0,0,0,0,0
24282,there is no bus service in my area,0,0,0,0,0
22895,there is no bus service in my area,2,1,1,0,0
24212,there is no bus service in my area,10,1,3,1,5
20750,there is no bus service in my area,0,0,0,0,0
21480,there is no bus service in my area,1,1,0,0,0
25410,there is no bus service in my area,3,1,2,0,0
25122, don’t know ,7,3,3,0,1
25231,there is no bus service in my area,0,0,0,0,0
24284,there is no bus service in my area,0,0,0,0,0
24930, don’t know ,0,0,0,0,0
24213,there is no bus service in my area,7,1,2,2,2
21478, don’t know ,0,0,0,0,0
24295,there is no bus service in my area,1,0,0,0,1
24214,there is no bus service in my area,0,0,0,0,0
24929, don’t know ,0,0,0,0,0
24290,there is no bus service in my area,0,0,0,0,0
25230, don’t know ,0,0,0,0,0
20662,there is no bus service in my area,0,0,0,0,0
25118, don’t know ,8,3,3,0,2
24927, don’t know ,6,0,3,0,3
25229,there is no bus service in my area,0,0,0,0,0
25119, don’t know ,5,3,2,0,0
24926, don’t know ,0,0,0,0,0
25120, don’t know ,7,3,2,0,2
24925, don’t know ,0,0,0,0,0
25228,there is no bus service in my area,0,0,0,0,0
25121, don’t know ,8,3,3,0,2
25227, don’t know ,0,0,0,0,0
25609, don’t know ,3,2,0,0,1
25610, don’t know ,2,0,1,0,1
25611, don’t know ,1,0,1,0,0
25612,< 5 mins walk,3,1,1,0,1
25613,there is no bus service in my area,0,0,0,0,0
25614, don’t know ,3,2,0,0,1
24859, don’t know ,2,1,0,0,1
24860, don’t know ,0,0,0,0,0
24861, don’t know ,6,2,1,0,3
24862, don’t know ,0,0,0,0,0
24863, don’t know ,2,1,0,0,1
24864, don’t know ,2,1,0,0,1
24865, don’t know ,6,2,0,1,3
24866, don’t know ,0,0,0,0,0
24867, don’t know ,0,0,0,0,0
21479,there is no bus service in my area,2,1,1,0,0
25615,11  - 15 mins walk,2,0,1,0,1
24281,there is no bus service in my area,0,0,0,0,0
24868, don’t know ,0,0,0,0,0
25616, don’t know ,3,1,2,0,0
24292,there is no bus service in my area,0,0,0,0,0
24869, don’t know ,6,0,1,2,3
25617, don’t know ,4,1,1,0,2
25590, don’t know ,0,0,0,0,0
21474,there is no bus service in my area,2,0,1,0,1
24870, don’t know ,4,0,0,2,2
25618, don’t know ,3,2,1,0,0
25591, don’t know ,2,1,0,0,1
24285,there is no bus service in my area,1,0,0,0,1
24871, don’t know ,4,1,1,0,2
24294,there is no bus service in my area,0,0,0,0,0
25619, don’t know ,2,1,0,0,1
25400,there is no bus service in my area,2,1,1,0,0
25592, don’t know ,2,0,0,1,1
21475, don’t know ,2,1,0,0,1
24288,there is no bus service in my area,0,0,0,0,0
25620,there is no bus service in my area,1,0,0,0,1
25058, More than 15 mins,8,2,2,2,2
24301,there is no bus service in my area,0,0,0,0,0
25593, don’t know ,4,1,0,1,2
21191,there is no bus service in my area,6,1,1,1,3
24923, don’t know ,0,0,0,0,0
25060, don’t know ,5,1,2,0,2
21638,there is no bus service in my area,2,1,1,0,0
24924, don’t know ,0,0,0,0,0
21637, don’t know ,2,1,0,0,1
25059,there is no bus service in my area,8,2,2,2,2
25467, don’t know ,0,0,0,0,0
24270,there is no bus service in my area,0,0,0,0,0
25057,there is no bus service in my area,6,2,2,0,2
25594, don’t know ,6,1,0,2,3
24296,there is no bus service in my area,2,1,0,0,1
25056, don’t know ,6,2,2,0,2
24297,there is no bus service in my area,0,0,0,0,0
25055,there is no bus service in my area,4,1,1,1,1
24964, don’t know ,4,2,0,0,2
24298,there is no bus service in my area,0,0,0,0,0
25466, don’t know ,0,0,0,0,0
25595, don’t know ,4,1,1,0,2
24299,there is no bus service in my area,0,0,0,0,0
25596, don’t know ,0,0,0,0,0
22900,there is no bus service in my area,3,1,1,0,1
24300,there is no bus service in my area,1,0,0,0,1
25465, don’t know ,0,0,0,0,0
22936,there is no bus service in my area,2,1,0,0,1
25597, don’t know ,0,0,0,0,0
25463, don’t know ,0,0,0,0,0
25598, don’t know ,0,0,0,0,0
22935,there is no bus service in my area,2,1,0,0,1
22931,there is no bus service in my area,1,1,0,0,0
25401,there is no bus service in my area,4,1,1,1,1
25402,there is no bus service in my area,3,1,1,0,1
25403,there is no bus service in my area,4,1,2,0,1
25409,there is no bus service in my area,3,1,2,0,0
24084, don’t know ,7,3,3,0,1
25621, don’t know ,2,1,1,0,0
25622, don’t know ,2,0,1,0,1
25623, don’t know ,1,0,0,0,1
25624, don’t know ,6,2,3,0,1
25625, don’t know ,5,2,2,0,1
25626, don’t know ,2,0,1,0,1
25627, don’t know ,2,0,1,0,1
25599,there is no bus service in my area,1,1,0,0,0
25628, don’t know ,0,0,0,0,0
25600,there is no bus service in my area,2,0,1,0,1
25601,there is no bus service in my area,1,1,0,0,0
25602,there is no bus service in my area,1,0,0,0,1
25603,there is no bus service in my area,3,1,1,0,1
25604,there is no bus service in my area,3,1,1,0,1
25453,there is no bus service in my area,2,1,0,0,1
25605,there is no bus service in my area,1,0,0,0,1
25606,there is no bus service in my area,1,0,0,0,1
25607,there is no bus service in my area,1,0,0,0,1
25608,there is no bus service in my area,1,0,0,0,1
21625, don’t know ,2,1,0,0,1
25071,there is no bus service in my area,0,0,0,0,0
25070, don’t know ,0,0,0,0,0
25069,there is no bus service in my area,0,0,0,0,0
25068,there is no bus service in my area,0,0,0,0,0
24571, don’t know ,2,0,0,1,1
25067, don’t know ,0,0,0,0,0
25066, don’t know ,0,0,0,0,0
25065, don’t know ,0,0,0,0,0
25064, don’t know ,0,0,0,0,0
25045,there is no bus service in my area,0,0,0,0,0
25408,there is no bus service in my area,4,1,2,0,1
25044,there is no bus service in my area,0,0,0,0,0
25407,there is no bus service in my area,4,1,2,0,1
25406,there is no bus service in my area,3,1,1,0,1
25405,there is no bus service in my area,4,1,1,1,1
25404, don’t know ,4,2,2,0,0
24909, don’t know ,0,0,0,0,0
24789,there is no bus service in my area,0,0,0,0,0
24737,there is no bus service in my area,1,1,0,0,0
24738,there is no bus service in my area,2,1,1,0,0
24787,there is no bus service in my area,0,0,0,0,0
24739,there is no bus service in my area,2,1,1,0,0
25046,there is no bus service in my area,0,0,0,0,0
24781,there is no bus service in my area,0,0,0,0,0
24736, don’t know ,2,1,0,1,0
25043, don’t know ,0,0,0,0,0
24778,there is no bus service in my area,0,0,0,0,0
24733, don’t know ,2,1,0,0,1
24779,there is no bus service in my area,3,2,1,0,0
24735, don’t know ,2,2,0,0,0
24734, don’t know ,3,1,2,0,0
24780,there is no bus service in my area,0,0,0,0,0
24782,there is no bus service in my area,0,0,0,0,0
25041,there is no bus service in my area,0,0,0,0,0
24783,there is no bus service in my area,0,0,0,0,0
24908, don’t know ,0,0,0,0,0
24907,there is no bus service in my area,0,0,0,0,0
24906, don’t know ,0,0,0,0,0
24905,there is no bus service in my area,0,0,0,0,0
24904, don’t know ,0,0,0,0,0
24903, don’t know ,0,0,0,0,0
24740, don’t know ,4,2,1,0,1
24741,there is no bus service in my area,6,2,2,0,2
24742, don’t know ,3,1,1,0,1
24743,there is no bus service in my area,3,1,1,0,1
24784,there is no bus service in my area,13,1,1,10,1
24785,there is no bus service in my area,1,1,0,0,0
24786,there is no bus service in my area,2,1,1,0,0
25488,there is no bus service in my area,2,0,2,0,0
25487, don’t know ,5,2,2,0,1
25165,there is no bus service in my area,4,1,2,0,1
25164,there is no bus service in my area,4,1,2,0,1
25163, don’t know ,3,1,1,0,1
22264, don’t know ,2,1,0,0,1
22266, don’t know ,2,2,0,0,0
