Family_Number,Nearest_Bus_Station,Total_Deliveries,Food_Deliveries,Supermarket_Deliveries,Other_Deliveries,Packages_Deliveries
22960, don’t know ,0,0,0,0,0
20331, More than 15 mins,0,0,0,0,0
24015,there is no bus service in my area,0,0,0,0,0
23495, don’t know ,0,0,0,0,0
22979,there is no bus service in my area,0,0,0,0,0
22223,there is no bus service in my area,0,0,0,0,0
22616, don’t know ,10,3,3,2,2
23527, don’t know ,13,4,5,0,4
20515, don’t know ,8,2,0,2,4
22293, don’t know ,4,1,1,0,2
23826, don’t know ,0,0,0,0,0
21946,there is no bus service in my area,0,0,0,0,0
23291, don’t know ,4,1,2,0,1
24663, don’t know ,0,0,0,0,0
22435, don’t know ,0,0,0,0,0
24150,there is no bus service in my area,0,0,0,0,0
24017,there is no bus service in my area,0,0,0,0,0
23424,6-10 mins walk,6,2,1,0,3
24528,there is no bus service in my area,1,1,0,0,0
20986,there is no bus service in my area,4,1,1,0,2
24686, don’t know ,2,1,0,0,1
24111,there is no bus service in my area,1,0,0,0,1
20035, don’t know ,0,0,0,0,0
23496, don’t know ,2,1,0,0,1
22118, don’t know ,7,2,4,0,1
23967,there is no bus service in my area,4,2,0,0,2
23528, don’t know ,4,3,1,0,0
22617, don’t know ,10,3,3,2,2
21183, don’t know ,6,1,1,1,3
20793, don’t know ,7,2,4,0,1
21947,there is no bus service in my area,3,3,0,0,0
22294, don’t know ,2,0,1,0,1
23794, don’t know ,14,2,5,0,7
24404,there is no bus service in my area,2,0,1,0,1
23827, don’t know ,0,0,0,0,0
23290, don’t know ,3,1,2,0,0
24684, don’t know ,1,0,1,0,0
24235,there is no bus service in my area,3,1,2,0,0
20794, don’t know ,11,3,8,0,0
23529,6-10 mins walk,0,0,0,0,0
22436, don’t know ,6,1,2,0,3
20516, don’t know ,0,0,0,0,0
21948,there is no bus service in my area,3,2,1,0,0
24465,there is no bus service in my area,2,0,0,0,2
23423,11  - 15 mins walk,0,0,0,0,0
22020,there is no bus service in my area,7,3,4,0,0
20199,there is no bus service in my area,0,0,0,0,0
22697, More than 15 mins,0,0,0,0,0
23497, don’t know ,4,0,0,2,2
22295, don’t know ,4,2,0,0,2
24112,there is no bus service in my area,0,0,0,0,0
22980, don’t know ,0,0,0,0,0
24527,there is no bus service in my area,3,2,0,0,1
24016, don’t know ,0,0,0,0,0
24685, don’t know ,2,1,0,0,1
21182, don’t know ,4,1,1,0,2
22618, don’t know ,15,4,4,4,3
23961,there is no bus service in my area,0,0,0,0,0
24237,there is no bus service in my area,1,0,1,0,0
24153,there is no bus service in my area,0,0,0,0,0
21942,there is no bus service in my area,4,1,3,0,0
23533, don’t know ,2,2,0,0,0
23289, don’t know ,5,1,2,0,2
22533,there is no bus service in my area,3,0,2,0,1
20198,there is no bus service in my area,0,0,0,0,0
24405, don’t know ,6,1,2,0,3
21491, don’t know ,2,0,2,0,0
23422, More than 15 mins,2,1,1,0,0
24688, don’t know ,4,2,1,0,1
22437, don’t know ,0,0,0,0,0
24018,there is no bus service in my area,0,0,0,0,0
22226,there is no bus service in my area,1,0,0,0,1
23828, don’t know ,16,1,1,0,14
20868,there is no bus service in my area,0,0,0,0,0
20517, don’t know ,0,0,0,0,0
24151, don’t know ,0,0,0,0,0
24466,there is no bus service in my area,0,0,0,0,0
24236,there is no bus service in my area,0,0,0,0,0
22920, don’t know ,1,1,0,0,0
22421, don’t know ,2,1,0,0,1
20808, don’t know ,0,0,0,0,0
21210, don’t know ,2,1,0,0,1
23498, don’t know ,0,0,0,0,0
23241, don’t know ,4,2,1,0,1
20795, don’t know ,12,4,6,0,2
24525,there is no bus service in my area,0,0,0,0,0
23960,there is no bus service in my area,0,0,0,0,0
20036, don’t know ,0,0,0,0,0
23795, don’t know ,18,3,6,0,9
24113,there is no bus service in my area,0,0,0,0,0
22619, don’t know ,13,4,3,3,3
21498, don’t know ,3,2,1,0,0
22438, don’t know ,0,0,0,0,0
23288, don’t know ,5,2,2,1,0
24406, don’t know ,2,0,1,0,1
24238,there is no bus service in my area,1,1,0,0,0
21949,there is no bus service in my area,3,0,2,0,1
23062, don’t know ,0,0,0,0,0
20872,there is no bus service in my area,1,1,0,0,0
20900, don’t know ,4,1,1,0,2
20707,there is no bus service in my area,0,0,0,0,0
22422, don’t know ,2,1,0,0,1
24467,there is no bus service in my area,0,0,0,0,0
23421,6-10 mins walk,0,0,0,0,0
24019, don’t know ,0,0,0,0,0
20519, don’t know ,0,0,0,0,0
24239,there is no bus service in my area,0,0,0,0,0
21512, don’t know ,0,0,0,0,0
20498,6-10 mins walk,0,0,0,0,0
20796, don’t know ,0,0,0,0,0
24114,there is no bus service in my area,0,0,0,0,0
22224,there is no bus service in my area,0,0,0,0,0
22535, More than 15 mins,6,5,1,0,0
21181, don’t know ,4,1,1,0,2
20810, don’t know ,0,0,0,0,0
24526,there is no bus service in my area,2,2,0,0,0
23829, don’t know ,4,1,1,0,2
22620, don’t know ,13,3,4,2,4
22423, don’t know ,0,0,0,0,0
22439, don’t know ,0,0,0,0,0
21944,there is no bus service in my area,2,1,1,0,0
24407, don’t know ,8,1,2,1,4
20865,there is no bus service in my area,3,1,1,0,1
24240,there is no bus service in my area,1,1,0,0,0
20196,there is no bus service in my area,4,1,0,0,3
20902, don’t know ,0,0,0,0,0
24020,there is no bus service in my area,0,0,0,0,0
24468,there is no bus service in my area,1,0,0,0,1
21513, don’t know ,2,1,1,0,0
20708,there is no bus service in my area,0,0,0,0,0
20497, don’t know ,0,0,0,0,0
23065, don’t know ,1,1,0,0,0
22424, don’t know ,4,1,1,0,2
23796, don’t know ,3,1,1,0,1
22537, More than 15 mins,2,1,1,0,0
23420,11  - 15 mins walk,0,0,0,0,0
20520,there is no bus service in my area,6,2,0,1,3
24109,there is no bus service in my area,0,0,0,0,0
20876,there is no bus service in my area,0,0,0,0,0
23830, don’t know ,0,0,0,0,0
20797, don’t know ,7,2,5,0,0
20907,there is no bus service in my area,3,1,0,0,2
22425, don’t know ,0,0,0,0,0
22440, don’t know ,4,1,1,0,2
23287, don’t know ,2,1,1,0,0
21514,there is no bus service in my area,0,0,0,0,0
24408, don’t know ,4,0,2,0,2
24469,there is no bus service in my area,0,0,0,0,0
23066, don’t know ,0,0,0,0,0
22042, don’t know ,7,3,4,0,0
20509,6-10 mins walk,0,0,0,0,0
22426, don’t know ,0,0,0,0,0
20195,there is no bus service in my area,4,2,0,0,2
22621, don’t know ,11,3,2,4,2
20742, More than 15 mins,0,0,0,0,0
20877,there is no bus service in my area,0,0,0,0,0
21515,there is no bus service in my area,3,1,2,0,0
22441, don’t know ,0,0,0,0,0
23419,11  - 15 mins walk,0,0,0,0,0
21286,there is no bus service in my area,0,0,0,0,0
23286, don’t know ,0,0,0,0,0
22015,there is no bus service in my area,7,3,4,0,0
23778, don’t know ,16,3,5,0,8
24069,there is no bus service in my area,0,0,0,0,0
23877,there is no bus service in my area,2,1,1,0,0
23064, don’t know ,2,1,0,0,1
21090, don’t know ,4,1,1,0,2
22427, don’t know ,0,0,0,0,0
20508,11  - 15 mins walk,0,0,0,0,0
22538, don’t know ,0,0,0,0,0
22759, don’t know ,12,2,2,2,6
20037, don’t know ,0,0,0,0,0
20738, don’t know ,0,0,0,0,0
21511, don’t know ,0,0,0,0,0
20798, don’t know ,7,2,5,0,0
22622, don’t know ,13,4,3,3,3
22208, don’t know ,4,1,0,1,2
20098, don’t know ,3,2,0,0,1
22227,there is no bus service in my area,0,0,0,0,0
20194,there is no bus service in my area,3,2,0,0,1
22539, More than 15 mins,0,0,0,0,0
20502, don’t know ,5,2,2,0,1
22990, More than 15 mins,0,0,0,0,0
24068,there is no bus service in my area,2,0,0,0,2
21509,there is no bus service in my area,4,2,1,0,1
20737,there is no bus service in my area,0,0,0,0,0
23063, don’t know ,1,1,0,0,0
22803, don’t know ,0,0,0,0,0
24471,there is no bus service in my area,0,0,0,0,0
22761, don’t know ,12,3,2,1,6
22540, More than 15 mins,1,0,1,0,0
23876,there is no bus service in my area,0,0,0,0,0
21208, don’t know ,4,1,1,0,2
20988,there is no bus service in my area,4,1,1,0,2
20838, don’t know ,2,2,0,0,0
21510,there is no bus service in my area,3,2,1,0,0
22542, don’t know ,1,1,0,0,0
22919, don’t know ,0,0,0,0,0
24058,there is no bus service in my area,0,0,0,0,0
20521, don’t know ,0,0,0,0,0
23418, More than 15 mins,10,4,1,0,5
22228,there is no bus service in my area,0,0,0,0,0
22698, More than 15 mins,0,0,0,0,0
20743,there is no bus service in my area,8,0,0,8,0
22147,there is no bus service in my area,1,1,0,0,0
22992,there is no bus service in my area,6,2,1,0,3
22805, don’t know ,8,3,2,1,2
22543, don’t know ,1,0,1,0,0
23832, don’t know ,0,0,0,0,0
20099, don’t know ,1,1,0,0,0
23417, More than 15 mins,0,0,0,0,0
21503, don’t know ,3,1,2,0,0
22806,there is no bus service in my area,3,1,0,0,2
22230,there is no bus service in my area,1,0,0,0,1
23875,6-10 mins walk,2,1,0,0,1
23833, don’t know ,0,0,0,0,0
23308, don’t know ,4,1,1,0,2
22148,there is no bus service in my area,1,0,0,0,1
22699, More than 15 mins,0,0,0,0,0
20878,there is no bus service in my area,0,0,0,0,0
24055, don’t know ,0,0,0,0,0
22807,there is no bus service in my area,5,1,1,1,2
22545, More than 15 mins,2,1,1,0,0
22758, don’t know ,10,1,2,2,5
20100, don’t know ,0,0,0,0,0
23834, don’t know ,0,0,0,0,0
22808,there is no bus service in my area,7,2,3,1,1
22120, don’t know ,3,2,1,0,0
23874,there is no bus service in my area,3,2,0,0,1
20101,there is no bus service in my area,0,0,0,0,0
22700, More than 15 mins,2,0,2,0,0
20518, don’t know ,0,0,0,0,0
22116, don’t know ,5,2,3,0,0
23001,there is no bus service in my area,6,1,2,0,3
23873, don’t know ,3,1,0,1,1
22810,there is no bus service in my area,6,2,1,0,3
20989,there is no bus service in my area,4,1,1,0,2
22922,11  - 15 mins walk,2,1,0,0,1
22115, don’t know ,3,0,1,0,2
22146,there is no bus service in my area,3,1,1,0,1
23864,there is no bus service in my area,3,2,0,0,1
20990,there is no bus service in my area,4,1,1,0,2
20102, don’t know ,3,2,0,0,1
20039, don’t know ,0,0,0,0,0
22113,there is no bus service in my area,6,2,4,0,0
22114,there is no bus service in my area,5,2,3,0,0
20991,there is no bus service in my area,6,1,2,0,3
20992,there is no bus service in my area,2,0,1,0,1
22110,there is no bus service in my area,6,2,4,0,0
20040,there is no bus service in my area,0,0,0,0,0
22754, don’t know ,8,1,1,2,4
22322, don’t know ,4,1,0,1,2
22323, don’t know ,8,2,1,1,4
22324, don’t know ,2,1,0,0,1
22325, don’t know ,4,1,1,0,2
23011,there is no bus service in my area,2,1,0,0,1
21954, don’t know ,3,0,3,0,0
24662, don’t know ,0,0,0,0,0
22111,there is no bus service in my area,5,2,3,0,0
21950,there is no bus service in my area,1,1,0,0,0
20993,there is no bus service in my area,4,0,2,0,2
23799, don’t know ,6,1,3,0,2
24661, don’t know ,0,0,0,0,0
24794,there is no bus service in my area,0,0,0,0,0
21951,there is no bus service in my area,2,1,1,0,0
23054, don’t know ,1,1,0,0,0
23002,there is no bus service in my area,0,0,0,0,0
22108, don’t know ,7,1,2,0,4
24660, don’t know ,0,0,0,0,0
22812,there is no bus service in my area,7,1,1,2,3
25434,there is no bus service in my area,0,0,0,0,0
23499, More than 15 mins,2,0,0,1,1
24021,there is no bus service in my area,0,0,0,0,0
20994,there is no bus service in my area,4,1,1,0,2
23798, don’t know ,5,2,2,0,1
22107,there is no bus service in my area,5,2,2,0,1
20905, don’t know ,2,0,0,0,2
23416, More than 15 mins,12,4,2,0,6
22813,there is no bus service in my area,3,1,2,0,0
23311, don’t know ,4,1,2,0,1
20522, don’t know ,0,0,0,0,0
22382,there is no bus service in my area,0,0,0,0,0
24115,there is no bus service in my area,0,0,0,0,0
25435,there is no bus service in my area,2,0,1,0,1
23500, don’t know ,0,0,0,0,0
23259, don’t know ,2,1,0,0,1
22546, More than 15 mins,2,1,1,0,0
24022,there is no bus service in my area,0,0,0,0,0
23863, don’t know ,0,0,0,0,0
20839, don’t know ,8,2,5,0,1
21003,there is no bus service in my area,4,1,1,0,2
22623,6-10 mins walk,11,4,3,2,2
22106, don’t know ,3,1,1,0,1
23310, don’t know ,4,1,2,0,1
23056, don’t know ,0,0,0,0,0
22749, don’t know ,16,3,2,3,8
22385,there is no bus service in my area,0,0,0,0,0
24659, don’t know ,1,0,1,0,0
22428, don’t know ,4,1,0,1,2
23260, don’t know ,2,1,1,0,0
22750, don’t know ,14,2,3,2,7
22547, don’t know ,1,1,0,0,0
23501, don’t know ,0,0,0,0,0
22624,6-10 mins walk,11,3,3,2,3
24554,there is no bus service in my area,0,0,0,0,0
20523, don’t know ,0,0,0,0,0
24793,there is no bus service in my area,0,0,0,0,0
24023,there is no bus service in my area,0,0,0,0,0
24409, don’t know ,8,1,2,1,4
22442, don’t know ,0,0,0,0,0
21794, don’t know ,0,0,0,0,0
20840, don’t know ,6,2,4,0,0
22383,there is no bus service in my area,0,0,0,0,0
24116,there is no bus service in my area,0,0,0,0,0
23797, don’t know ,2,1,1,0,0
23854, don’t know ,0,0,0,0,0
23265, don’t know ,4,2,1,0,1
23006, don’t know ,2,0,1,0,1
23307, don’t know ,4,2,1,0,1
20841, don’t know ,7,3,4,0,0
21516,there is no bus service in my area,2,1,1,0,0
24658, don’t know ,0,0,0,0,0
22478, don’t know ,6,1,1,1,3
22548,there is no bus service in my area,2,2,0,0,0
24562,there is no bus service in my area,0,0,0,0,0
23059, don’t know ,1,1,0,0,0
23415,11  - 15 mins walk,10,4,1,0,5
20492, don’t know ,2,0,2,0,0
22815,there is no bus service in my area,3,1,0,0,2
22625, don’t know ,14,3,4,4,3
22751, don’t know ,14,3,2,2,7
21517, don’t know ,0,0,0,0,0
22479, don’t know ,4,1,0,1,2
22443, don’t know ,4,1,1,0,2
23857, don’t know ,0,0,0,0,0
22127,there is no bus service in my area,1,1,0,0,0
24117,there is no bus service in my area,0,0,0,0,0
20842, don’t know ,0,0,0,0,0
24792,there is no bus service in my area,0,0,0,0,0
24657, don’t know ,0,0,0,0,0
20524, don’t know ,0,0,0,0,0
23502,there is no bus service in my area,0,0,0,0,0
22549, don’t know ,3,2,0,0,1
20506,6-10 mins walk,0,0,0,0,0
24154,there is no bus service in my area,0,0,0,0,0
22480, don’t know ,4,1,0,1,2
22327, don’t know ,6,1,1,1,3
22626, don’t know ,13,3,4,3,3
21518,there is no bus service in my area,0,0,0,0,0
22752, don’t know ,14,3,1,3,7
21375, don’t know ,0,0,0,0,0
22372,there is no bus service in my area,0,0,0,0,0
23306, don’t know ,2,1,1,0,0
23414, More than 15 mins,8,3,1,0,4
22444,there is no bus service in my area,6,1,2,0,3
22701, More than 15 mins,0,0,0,0,0
20042,there is no bus service in my area,0,0,0,0,0
24556, don’t know ,2,0,0,1,1
21168, don’t know ,4,1,1,0,2
23777, don’t know ,16,3,5,0,8
22627, don’t know ,13,3,3,3,4
21519,there is no bus service in my area,0,0,0,0,0
24656, don’t know ,1,0,1,0,0
23503, don’t know ,0,0,0,0,0
22481, don’t know ,0,0,0,0,0
24025,there is no bus service in my area,0,0,0,0,0
22550, More than 15 mins,0,0,0,0,0
22374,there is no bus service in my area,1,0,1,0,0
21374, don’t know ,0,0,0,0,0
20525, don’t know ,0,0,0,0,0
22817,there is no bus service in my area,0,0,0,0,0
22912,11  - 15 mins walk,3,1,1,0,1
24410, don’t know ,6,1,2,0,3
25432,there is no bus service in my area,2,0,1,0,1
24118,there is no bus service in my area,0,0,0,0,0
24038, don’t know ,0,0,0,0,0
23057, don’t know ,0,0,0,0,0
21520, don’t know ,0,0,0,0,0
23003, More than 15 mins,2,0,1,0,1
22702,11  - 15 mins walk,1,1,0,0,0
22445, don’t know ,0,0,0,0,0
20494, don’t know ,2,0,2,0,0
22551,there is no bus service in my area,2,1,1,0,0
24155,there is no bus service in my area,4,1,1,0,2
21018,there is no bus service in my area,6,1,2,0,3
22816,there is no bus service in my area,2,2,0,0,0
20843, don’t know ,0,0,0,0,0
22482, don’t know ,6,1,1,1,3
23858, don’t know ,0,0,0,0,0
25385,there is no bus service in my area,0,0,0,0,0
23639,there is no bus service in my area,2,1,0,0,1
22628, don’t know ,18,5,4,4,5
20744,there is no bus service in my area,0,0,0,0,0
20507,there is no bus service in my area,0,0,0,0,0
22703, More than 15 mins,0,0,0,0,0
21521,there is no bus service in my area,0,0,0,0,0
22446, don’t know ,0,0,0,0,0
22483, don’t know ,0,0,0,0,0
23765,there is no bus service in my area,3,1,2,0,0
21021,there is no bus service in my area,4,0,2,0,2
23413, More than 15 mins,10,4,1,0,5
24791,there is no bus service in my area,1,0,0,0,1
23856, don’t know ,0,0,0,0,0
24062,there is no bus service in my area,0,0,0,0,0
22544, don’t know ,0,0,0,0,0
21522,there is no bus service in my area,0,0,0,0,0
25433,there is no bus service in my area,2,0,1,0,1
20861,there is no bus service in my area,0,0,0,0,0
24120,there is no bus service in my area,0,0,0,0,0
22753, don’t know ,14,3,2,2,7
24152,there is no bus service in my area,0,0,0,0,0
20526, don’t know ,0,0,0,0,0
20844, don’t know ,0,0,0,0,0
22818,there is no bus service in my area,4,1,2,0,1
22373,there is no bus service in my area,1,1,0,0,0
22447, don’t know ,0,0,0,0,0
24564, don’t know ,0,0,0,0,0
23055, don’t know ,0,0,0,0,0
20754,there is no bus service in my area,0,0,0,0,0
22484, don’t know ,2,1,0,0,1
24411, don’t know ,6,1,1,1,3
21323, don’t know ,0,0,0,0,0
23305, don’t know ,5,2,1,0,2
21523, don’t know ,0,0,0,0,0
21169, don’t know ,6,1,1,1,3
23776, don’t know ,18,2,7,0,9
22629, don’t know ,14,4,4,4,2
24119,there is no bus service in my area,0,0,0,0,0
25380,there is no bus service in my area,1,1,0,0,0
21324, don’t know ,0,0,0,0,0
22819,there is no bus service in my area,2,1,0,0,1
20752,there is no bus service in my area,0,0,0,0,0
20103, don’t know ,1,0,0,0,1
20495, don’t know ,7,2,4,0,1
24063,there is no bus service in my area,0,0,0,0,0
23638,there is no bus service in my area,0,0,0,0,0
23761,there is no bus service in my area,4,2,1,0,1
20874,there is no bus service in my area,0,0,0,0,0
23409,6-10 mins walk,0,0,0,0,0
21022,there is no bus service in my area,4,0,1,1,2
22630,there is no bus service in my area,11,3,3,2,3
20845, don’t know ,0,0,0,0,0
22505, don’t know ,6,1,1,1,3
20104,there is no bus service in my area,2,1,0,0,1
22448, don’t know ,0,0,0,0,0
23304, don’t know ,4,1,1,0,2
25183, don’t know ,1,0,0,0,1
24121,there is no bus service in my area,0,0,0,0,0
24412, don’t know ,6,0,1,2,3
22768, More than 15 mins,0,0,0,0,0
23859, don’t know ,0,0,0,0,0
20527, don’t know ,12,3,0,3,6
24026,there is no bus service in my area,0,0,0,0,0
22913, don’t know ,1,0,0,0,1
24157,there is no bus service in my area,0,0,0,0,0
22506, don’t know ,2,0,0,1,1
25444, don’t know ,4,1,1,0,2
21335, don’t know ,0,0,0,0,0
22376,there is no bus service in my area,2,1,0,0,1
20749,there is no bus service in my area,0,0,0,0,0
22704, More than 15 mins,0,0,0,0,0
20504, don’t know ,3,0,3,0,0
20996,there is no bus service in my area,4,1,1,0,2
24039,there is no bus service in my area,0,0,0,0,0
23802, don’t know ,7,2,3,0,2
23637,there is no bus service in my area,4,1,0,1,2
22507, don’t know ,6,1,1,1,3
24413, don’t know ,4,1,1,0,2
23303, don’t know ,5,1,2,0,2
23060, don’t know ,2,2,0,0,0
20043, don’t know ,0,0,0,0,0
24122,there is no bus service in my area,0,0,0,0,0
22384,there is no bus service in my area,0,0,0,0,0
21053,there is no bus service in my area,2,1,0,0,1
22449, don’t know ,6,1,2,0,3
25442, don’t know ,6,1,1,1,3
22508, don’t know ,4,1,1,0,2
21167, don’t know ,4,1,1,0,2
25383,there is no bus service in my area,3,1,1,0,1
22326, don’t know ,4,0,0,2,2
23853, don’t know ,0,0,0,0,0
22821,there is no bus service in my area,3,1,1,0,1
20528, don’t know ,0,0,0,0,0
24156,there is no bus service in my area,4,1,1,0,2
21020,there is no bus service in my area,4,1,1,0,2
22705, More than 15 mins,2,2,0,0,0
25184,there is no bus service in my area,1,0,0,0,1
20501,6-10 mins walk,0,0,0,0,0
23910, don’t know ,8,8,0,0,0
22509, don’t know ,4,2,0,0,2
23800, don’t know ,4,2,0,0,2
23860, don’t know ,0,0,0,0,0
22450, don’t know ,0,0,0,0,0
23008,there is no bus service in my area,4,1,1,0,2
21163, don’t know ,6,1,4,0,1
22105, don’t know ,0,0,0,0,0
21334, don’t know ,0,0,0,0,0
20740,there is no bus service in my area,0,0,0,0,0
20193,there is no bus service in my area,0,0,0,0,0
21023,there is no bus service in my area,2,0,1,0,1
22706, More than 15 mins,2,1,0,0,1
23408,11  - 15 mins walk,8,3,1,0,4
25384,there is no bus service in my area,0,0,0,0,0
24158, don’t know ,8,2,2,0,4
22328, don’t know ,2,1,0,0,1
24065,there is no bus service in my area,0,0,0,0,0
20875,there is no bus service in my area,0,0,0,0,0
20529, don’t know ,2,0,0,1,1
20192, don’t know ,0,0,0,0,0
20500, More than 15 mins,3,0,2,0,1
23760,there is no bus service in my area,3,1,2,0,0
23862, don’t know ,0,0,0,0,0
22103, don’t know ,7,3,4,0,0
24037, don’t know ,1,1,0,0,0
23407,6-10 mins walk,4,2,0,0,2
22918, don’t know ,3,2,0,0,1
21019,there is no bus service in my area,4,1,0,1,2
22451, don’t know ,0,0,0,0,0
22707, More than 15 mins,1,1,0,0,0
22769, don’t know ,8,2,1,1,4
21333, don’t know ,0,0,0,0,0
22102, don’t know ,0,0,0,0,0
23636,there is no bus service in my area,0,0,0,0,0
24159,there is no bus service in my area,8,1,3,0,4
20871,there is no bus service in my area,0,0,0,0,0
25381,there is no bus service in my area,2,1,1,0,0
23762,there is no bus service in my area,4,2,1,0,1
23010,there is no bus service in my area,6,2,1,0,3
25443, don’t know ,2,1,0,0,1
22104,there is no bus service in my area,0,0,0,0,0
21165, don’t know ,6,1,1,1,3
25180,there is no bus service in my area,3,2,0,0,1
21373, don’t know ,0,0,0,0,0
23764,there is no bus service in my area,7,3,2,0,2
24160,there is no bus service in my area,0,0,0,0,0
20044,there is no bus service in my area,0,0,0,0,0
25386,there is no bus service in my area,0,0,0,0,0
23763,there is no bus service in my area,4,1,2,0,1
22136,there is no bus service in my area,1,1,0,0,0
21166, don’t know ,4,1,1,0,2
23724, don’t know ,2,1,0,0,1
22133,there is no bus service in my area,1,1,0,0,0
20105, don’t know ,0,0,0,0,0
22910, don’t know ,2,1,0,0,1
22777, don’t know ,14,3,2,2,7
20045, don’t know ,0,0,0,0,0
25179, don’t know ,1,1,0,0,0
21200, don’t know ,0,0,0,0,0
20106, don’t know ,1,0,1,0,0
22778, don’t know ,14,3,2,2,7
20107, don’t know ,1,1,0,0,0
22779, don’t know ,16,3,2,3,8
22926, don’t know ,2,1,0,0,1
20108, don’t know ,0,0,0,0,0
20109,there is no bus service in my area,1,0,0,0,1
22927, don’t know ,2,0,1,0,1
20110, don’t know ,0,0,0,0,0
22911, don’t know ,0,0,0,0,0
20111,there is no bus service in my area,2,0,2,0,0
20112, don’t know ,0,0,0,0,0
22929, don’t know ,2,1,0,0,1
22917, don’t know ,2,1,1,0,0
23369, don’t know ,1,0,0,0,1
23371, don’t know ,1,1,0,0,0
20046,there is no bus service in my area,0,0,0,0,0
23635,there is no bus service in my area,6,1,1,1,3
23634, don’t know ,12,2,2,2,6
22081,there is no bus service in my area,0,0,0,0,0
24655, don’t know ,2,0,1,0,1
24796, don’t know ,8,2,4,0,2
22330, don’t know ,0,0,0,0,0
22510, don’t know ,2,1,0,0,1
22631, don’t know ,18,5,4,5,4
24654, don’t know ,1,0,1,0,0
22452, don’t know ,0,0,0,0,0
20906, don’t know ,0,0,0,0,0
24123,there is no bus service in my area,0,0,0,0,0
24795, don’t know ,7,2,3,0,2
21872,there is no bus service in my area,4,1,1,0,2
22781, don’t know ,16,2,3,3,8
24024,there is no bus service in my area,0,0,0,0,0
23406,6-10 mins walk,0,0,0,0,0
23012,there is no bus service in my area,4,1,1,0,2
22511, don’t know ,4,1,1,0,2
23726, don’t know ,0,0,0,0,0
20908, don’t know ,2,0,0,0,2
22084,there is no bus service in my area,1,1,0,0,0
23809, don’t know ,0,0,0,0,0
23504, don’t know ,0,0,0,0,0
22632, don’t know ,16,4,5,3,4
23725, don’t know ,1,1,0,0,0
24653, don’t know ,0,0,0,0,0
22512, don’t know ,0,0,0,0,0
20047, don’t know ,0,0,0,0,0
22453, don’t know ,0,0,0,0,0
24472,there is no bus service in my area,1,0,0,0,1
22782, don’t know ,14,3,2,2,7
21332, don’t know ,0,0,0,0,0
23727, don’t know ,0,0,0,0,0
24033,there is no bus service in my area,8,0,0,8,0
23295,there is no bus service in my area,6,0,2,1,3
23243, don’t know ,2,0,1,0,1
22633, don’t know ,13,3,4,3,3
22513, don’t know ,0,0,0,0,0
22454, don’t know ,0,0,0,0,0
20530, don’t know ,8,2,0,2,4
24652, don’t know ,0,0,0,0,0
23728, don’t know ,4,1,1,0,2
24162,there is no bus service in my area,0,0,0,0,0
23073, don’t know ,1,1,0,0,0
22994, More than 15 mins,8,0,0,8,0
23505, don’t know ,0,0,0,0,0
23405,6-10 mins walk,10,4,1,0,5
22378,there is no bus service in my area,1,0,1,0,0
24797,there is no bus service in my area,4,2,2,0,0
22563, More than 15 mins,1,1,0,0,0
22634,there is no bus service in my area,10,3,2,3,2
22098,there is no bus service in my area,2,1,0,1,0
22514, don’t know ,2,1,0,0,1
24124,there is no bus service in my area,0,0,0,0,0
21331, don’t know ,0,0,0,0,0
23302, don’t know ,2,1,1,0,0
20909, don’t know ,0,0,0,0,0
22820,there is no bus service in my area,10,2,3,1,4
20531, don’t know ,0,0,0,0,0
24473,there is no bus service in my area,1,1,0,0,0
23249, don’t know ,4,1,1,0,2
24651, don’t know ,0,0,0,0,0
20187,there is no bus service in my area,0,0,0,0,0
24028, don’t know ,0,0,0,0,0
23729, don’t know ,2,1,0,0,1
23506, don’t know ,0,0,0,0,0
22564,there is no bus service in my area,2,1,1,0,0
22455,6-10 mins walk,0,0,0,0,0
22380,there is no bus service in my area,0,0,0,0,0
21098, don’t know ,8,2,1,1,4
25154, don’t know ,3,2,0,0,1
22331, don’t know ,4,1,1,0,2
22916,11  - 15 mins walk,1,0,0,0,1
22515, don’t know ,4,1,0,1,2
20048, don’t know ,0,0,0,0,0
20910, don’t know ,0,0,0,0,0
22822, don’t know ,5,1,1,2,1
24546,there is no bus service in my area,0,0,0,0,0
24164,there is no bus service in my area,4,1,1,0,2
24474,there is no bus service in my area,1,0,0,0,1
22635, don’t know ,15,4,3,4,4
23067, don’t know ,3,1,1,0,1
24125,there is no bus service in my area,0,0,0,0,0
23730, don’t know ,2,1,0,0,1
22086,there is no bus service in my area,1,1,0,0,0
20567, don’t know ,2,0,1,0,1
21337, don’t know ,0,0,0,0,0
23309, don’t know ,2,1,1,0,0
21525, don’t know ,0,0,0,0,0
20190,there is no bus service in my area,3,1,0,0,2
24029,there is no bus service in my area,0,0,0,0,0
22823,there is no bus service in my area,10,3,1,4,2
24547, don’t know ,2,0,0,1,1
20532, don’t know ,0,0,0,0,0
23404,6-10 mins walk,4,0,2,0,2
23507, don’t know ,0,0,0,0,0
22783, don’t know ,12,2,2,2,6
22462, don’t know ,0,0,0,0,0
22565, don’t know ,2,2,0,0,0
24414,there is no bus service in my area,6,1,1,1,3
23244, don’t know ,2,0,1,0,1
24475,there is no bus service in my area,1,1,0,0,0
23071, don’t know ,0,0,0,0,0
22516, don’t know ,0,0,0,0,0
23878, don’t know ,0,0,0,0,0
24031,there is no bus service in my area,0,0,0,0,0
